ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Living_With,Total_Spent,Children_Home,Seniority_Days,Age,Total_Purchases,Cluster,Total_Promos,Marketing_Potential_Score,Probabilité_Réponse,Cluster_Name
5837,1967,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,Partner,494,2,548,55,15,0,0,13.7,0.1120358001097345,Seniors Budgétaires
10704,1969,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,Alone,693,1,677,53,17,2,0,19.21,0.22058186016141784,Jeunes Prudents
5125,1960,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,Partner,1348,0,408,62,25,1,0,37.37,0.20894353102465243,Épicuriens VIP
4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,Alone,51,1,470,46,5,2,0,1.41,0.12349510313328411,Jeunes Prudents
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,Partner,1932,0,589,60,15,1,0,53.56,0.6125441561732511,Épicuriens VIP
2928,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,Alone,990,1,575,47,14,2,0,27.45,0.27334199149639066,Jeunes Prudents
5680,1984,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,Partner,30,1,68,38,4,3,0,0.83,0.04717872565708077,Petits Consommateurs
10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0,Partner,254,2,609,47,10,2,0,7.04,0.12844993616081188,Jeunes Prudents
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,Alone,29,1,304,52,4,3,1,6.8,0.08292207071904836,Petits Consommateurs
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,Alone,1371,1,595,56,19,1,1,44.01,0.32232636574387175,Épicuriens VIP
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,Alone,73,2,372,50,6,0,1,8.02,0.07060553926056161,Seniors Budgétaires
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,Alone,120,2,680,47,7,2,0,3.33,0.15054328347144086,Jeunes Prudents
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1,Alone,81,0,468,52,4,2,2,14.25,0.17113321776082216,Jeunes Prudents
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,Alone,37,1,546,33,4,2,0,1.03,0.15784017313514823,Jeunes Prudents
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,Partner,1377,1,270,61,18,1,0,38.17,0.1701026463208153,Épicuriens VIP
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,Alone,51,1,380,53,4,2,0,1.41,0.10222508257538096,Jeunes Prudents
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Partner,17,2,537,53,3,2,0,0.47,0.1146470249040863,Jeunes Prudents
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,Partner,22,1,227,37,3,3,0,0.61,0.07509525457144482,Petits Consommateurs
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,Alone,324,0,564,68,11,2,0,8.98,0.19215383882601167,Jeunes Prudents
3310,1973,2n Cycle,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,Partner,211,3,676,49,9,0,0,5.85,0.11567071412937596,Seniors Budgétaires
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,Alone,19,1,91,41,3,3,0,0.53,0.05149192374289,Petits Consommateurs
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,Alone,41,1,410,51,5,2,0,1.14,0.10612398209520008,Jeunes Prudents
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,1,Partner,492,1,256,54,14,0,2,25.64,0.07606188564613205,Seniors Budgétaires
6202,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,Partner,1005,1,632,62,22,1,0,27.86,0.2158009383800714,Épicuriens VIP
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,Partner,114,1,668,73,6,0,0,3.16,0.18434076370033892,Seniors Budgétaires
9799,1968,PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,Alone,1173,2,417,54,16,1,0,32.52,0.16256141437080884,Épicuriens VIP
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,Partner,1738,0,177,43,19,1,1,54.18,0.25176781073383214,Épicuriens VIP
5642,1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,Partner,222,1,202,43,10,3,0,6.15,0.05960691856313241,Petits Consommateurs
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,Alone,1127,0,56,29,15,1,0,31.24,0.12719838915921966,Épicuriens VIP
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,Partner,209,0,437,76,9,0,0,5.79,0.13349235972879617,Seniors Budgétaires
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,Partner,787,1,124,54,20,1,0,21.82,0.05591509166538778,Épicuriens VIP
3428,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,Partner,1598,0,266,31,23,1,0,44.3,0.23489087387014135,Épicuriens VIP
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,Partner,186,2,652,51,8,2,0,5.16,0.1435399304250932,Jeunes Prudents
6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,Partner,47,1,667,38,4,2,1,7.3,0.20854761461484345,Jeunes Prudents
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,Alone,27,1,552,35,4,2,0,0.75,0.1583468135897928,Jeunes Prudents
8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,Partner,96,1,597,42,7,2,1,8.66,0.16326645567217304,Jeunes Prudents
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,Alone,64,2,463,66,6,0,0,1.77,0.08428809957420215,Seniors Budgétaires
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,Partner,1040,0,640,57,22,1,0,28.83,0.2863128124603547,Épicuriens VIP
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,Alone,163,2,318,48,8,0,0,4.52,0.06217600852343708,Seniors Budgétaires
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,Partner,343,0,475,62,10,2,0,9.51,0.17019640723982535,Jeunes Prudents
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,Alone,446,3,250,67,15,0,2,24.36,0.03588535736856046,Seniors Budgétaires
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,Partner,41,2,20,57,4,0,0,1.14,0.029288290668505072,Seniors Budgétaires
3645,1972,PhD,Single,27213.0,1,0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,Alone,70,1,668,50,6,2,1,7.94,0.18867893630079602,Jeunes Prudents
8890,1971,PhD,Divorced,65808.0,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,Alone,272,2,30,51,11,0,0,7.54,0.02789576582456828,Seniors Budgétaires
5049,1974,PhD,Together,30351.0,1,0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,Partner,46,1,388,48,5,2,0,1.28,0.10024858565324826,Jeunes Prudents
9973,1963,Graduation,Married,50437.0,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,Partner,490,2,620,59,16,0,0,13.58,0.12514168402935283,Seniors Budgétaires
7301,1982,2n Cycle,Single,23616.0,1,0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,Alone,79,1,589,40,6,2,1,8.19,0.16429781293075352,Jeunes Prudents
10882,1976,Graduation,Married,53858.0,0,1,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,Partner,915,1,597,46,13,2,0,25.37,0.2772138412695411,Jeunes Prudents
7030,1955,PhD,Married,66465.0,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,Partner,1485,1,456,67,32,1,1,47.17,0.15324156495440758,Épicuriens VIP
7422,1987,Graduation,Single,46923.0,1,0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,Alone,369,1,676,35,13,2,0,10.23,0.19777814933981488,Jeunes Prudents
3523,1962,Graduation,Together,75072.0,0,1,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,Partner,1073,1,522,60,17,1,0,29.75,0.22445402485907512,Épicuriens VIP
7106,1943,PhD,Married,75865.0,0,0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,Partner,1242,0,90,79,18,1,0,34.43,0.11832720370858006,Épicuriens VIP
6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,Partner,78,1,221,47,6,3,1,8.16,0.06611047465233907,Petits Consommateurs
5067,1994,Graduation,Together,80134.0,0,0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,Partner,1378,0,135,28,20,1,4,62.2,0.15976982106118856,Épicuriens VIP
4216,1981,Graduation,Single,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,Alone,1474,0,492,41,25,1,3,58.86,0.2920379783453928,Épicuriens VIP
8581,1971,Master,Married,49505.0,1,1,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,Partner,751,2,481,51,20,0,0,20.82,0.1018786814459227,Seniors Budgétaires
5929,1973,PhD,Married,37401.0,1,0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,Partner,48,1,54,49,5,3,0,1.33,0.04265739053604085,Petits Consommateurs
3129,1983,Graduation,Married,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,Partner,45,1,38,39,5,3,0,1.25,0.0423213002544724,Petits Consommateurs
6528,1982,Master,Together,18492.0,1,0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,Partner,10,1,24,40,3,3,0,0.28,0.043651238545503054,Petits Consommateurs
1361,1974,Master,Married,82584.0,0,0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,Partner,1435,0,390,48,15,1,3,57.78,0.33367091006552924,Épicuriens VIP
6932,1941,PhD,Married,93027.0,0,0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,Partner,2119,0,442,81,22,1,1,64.74,0.4587897303453954,Épicuriens VIP
7284,1953,Graduation,Married,48686.0,1,2,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Partner,20,3,207,69,3,0,0,0.55,0.03521945889174533,Seniors Budgétaires
1340,1986,Graduation,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,Partner,1795,0,66,36,26,1,3,67.76,0.1579798767884802,Épicuriens VIP
8746,1989,Graduation,Married,75433.0,1,0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,Partner,1188,1,85,33,17,1,2,44.93,0.10011369034282884,Épicuriens VIP
5987,1989,2n Cycle,Together,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,Partner,43,1,56,33,5,3,0,1.19,0.0458968905925205,Petits Consommateurs
3767,1968,Graduation,Married,61314.0,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,Partner,1008,1,430,54,22,1,0,27.94,0.14080810404373828,Épicuriens VIP
3725,1961,PhD,Single,84865.0,0,0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,Alone,1688,0,416,61,15,1,5,76.8,0.41560347259290287,Épicuriens VIP
4324,1989,Graduation,Married,42387.0,1,0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,Partner,684,1,608,33,16,2,0,18.96,0.2088407079570856,Jeunes Prudents
238,1967,2n Cycle,Together,67309.0,1,1,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,Partner,1082,2,522,55,24,1,0,30.0,0.13174164753631368,Épicuriens VIP
6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,Partner,1068,1,216,58,24,1,0,29.61,0.07960836238723701,Épicuriens VIP
498,1970,Graduation,Single,30015.0,1,0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,Alone,57,1,147,52,5,3,0,1.58,0.05474704187013458,Petits Consommateurs
9347,1956,Master,Together,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,Partner,46,1,373,66,4,0,0,1.28,0.0945395476166071,Seniors Budgétaires
9699,1966,Graduation,Divorced,67272.0,0,1,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,Alone,733,1,190,56,20,1,0,20.32,0.06186963367704582,Épicuriens VIP
10664,1949,Master,Widow,51529.0,0,1,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,Alone,467,1,295,73,15,0,0,12.95,0.07277374195181326,Seniors Budgétaires
5455,1971,PhD,Married,32011.0,1,0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,Partner,122,1,311,51,7,3,0,3.38,0.08128173427691067,Petits Consommateurs
456,1986,2n Cycle,Married,7500.0,1,0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,Partner,36,1,507,36,5,2,0,1.0,0.13910894463518206,Jeunes Prudents
5012,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,Partner,34,1,360,33,4,3,0,0.94,0.10129928463551362,Petits Consommateurs
7495,1948,PhD,Married,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,Partner,156,1,191,74,8,0,0,4.32,0.05422395518547129,Seniors Budgétaires
5029,1946,Graduation,Married,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,Partner,14,0,327,76,3,3,0,0.39,0.1124504888073,Petits Consommateurs
10642,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,Alone,37,1,546,33,4,2,0,1.03,0.15784017313514823,Jeunes Prudents
2106,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,Partner,34,0,104,48,4,3,0,0.94,0.06829368252258919,Petits Consommateurs
10364,1959,Graduation,Divorced,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,Alone,20,0,351,63,3,3,0,0.55,0.12385271627106356,Petits Consommateurs
5954,1972,Master,Divorced,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,Alone,192,1,263,50,9,3,0,5.32,0.07041397838000953,Petits Consommateurs
1137,1964,Graduation,Single,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,Alone,1379,0,182,58,16,1,2,50.23,0.1956655674694443,Épicuriens VIP
2541,1976,Graduation,Married,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,Partner,48,1,385,46,5,2,0,1.33,0.10087885926597259,Jeunes Prudents
1142,1953,PhD,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,Partner,428,1,189,69,14,0,0,11.87,0.05620138428760959,Seniors Budgétaires
2276,1955,Graduation,Single,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,Alone,868,1,423,67,22,1,0,24.06,0.11454296854062712,Épicuriens VIP
2807,1969,Graduation,Married,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Partner,1001,1,498,53,24,1,0,27.75,0.15033402133092041,Épicuriens VIP
6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,Alone,59,1,255,51,6,3,0,1.64,0.06858256813850645,Petits Consommateurs
6131,1980,2n Cycle,Married,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,Partner,431,2,210,42,14,0,0,11.95,0.04768103114189443,Seniors Budgétaires
6233,1976,Graduation,Married,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,Partner,971,1,660,46,24,1,0,26.92,0.2114697247260845,Épicuriens VIP
4148,1972,Graduation,Married,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,Partner,348,3,678,50,12,0,0,9.65,0.11708256921418259,Seniors Budgétaires
4947,1966,2n Cycle,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,Alone,2059,0,652,56,23,1,3,75.08,0.588869374615446,Épicuriens VIP
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,Partner,265,1,454,38,10,2,2,19.35,0.12111990136633118,Jeunes Prudents
7540,1952,Graduation,Married,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,Partner,270,1,35,70,11,0,0,7.49,0.03627819255020274,Seniors Budgétaires
10648,1982,2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,Partner,1289,0,642,40,18,1,0,35.73,0.4225757197678387,Épicuriens VIP
1992,1964,Graduation,Married,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,Partner,893,1,179,58,12,0,2,36.76,0.10760147952056774,Seniors Budgétaires
7851,1949,Graduation,Widow,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,Alone,926,0,280,73,21,1,0,25.67,0.11591940910748261,Épicuriens VIP
8594,1958,PhD,Widow,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Alone,135,1,152,64,7,0,0,3.74,0.05211443432170338,Seniors Budgétaires
7059,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,Partner,1495,0,3,59,18,1,1,47.45,0.13453091492730862,Épicuriens VIP
2815,1975,Graduation,Married,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,Partner,120,1,125,47,7,3,0,3.33,0.051068883546254835,Petits Consommateurs
2416,1969,PhD,Single,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,Alone,1288,0,118,53,19,1,0,35.71,0.1376913379118654,Épicuriens VIP
7999,1955,PhD,Together,75261.0,0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,Partner,1743,0,432,67,16,1,3,66.32,0.4279372006369476,Épicuriens VIP
9213,1970,Graduation,Widow,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,Alone,15,1,606,52,3,2,0,0.42,0.17536775103528487,Jeunes Prudents
9697,1951,Graduation,Married,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,Partner,542,2,115,71,17,0,0,15.03,0.03397341317470361,Seniors Budgétaires
3916,1971,PhD,Together,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,Partner,890,1,683,51,22,1,0,24.67,0.2227448360144318,Épicuriens VIP
2021,1975,Graduation,Married,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,Partner,1388,1,459,47,29,1,0,38.48,0.16855920192416018,Épicuriens VIP
1581,1980,Graduation,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,Partner,17,1,262,42,3,3,1,6.47,0.07906747239436333,Petits Consommateurs
564,1981,PhD,Together,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,Partner,906,1,694,41,23,1,2,37.12,0.22646638096553448,Épicuriens VIP
6619,1978,Graduation,Married,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,Partner,44,2,543,44,4,2,0,1.22,0.11683816775885413,Jeunes Prudents
9081,1988,Graduation,Single,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,Alone,25,1,42,34,4,3,0,0.69,0.04500043195939785,Petits Consommateurs
178,1956,Graduation,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,Partner,973,1,496,66,22,1,0,26.97,0.15273288990982728,Épicuriens VIP
916,1972,PhD,Single,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,Alone,31,2,51,50,4,3,0,0.86,0.032274498744869644,Petits Consommateurs
5512,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,Partner,518,1,37,45,16,3,0,14.36,0.04109550712804712,Petits Consommateurs
8970,1972,PhD,Married,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,Partner,530,1,614,50,15,2,0,14.69,0.17759768208468135,Jeunes Prudents
10581,1977,Graduation,Married,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,Partner,506,1,606,45,14,2,0,14.03,0.1831331406506193,Jeunes Prudents
5300,1973,Master,Married,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,Partner,70,1,181,49,5,3,0,1.94,0.06072818952393537,Petits Consommateurs
5154,1972,Master,Divorced,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,Alone,54,1,322,50,5,3,0,1.5,0.08490654311704227,Petits Consommateurs
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,Alone,296,1,679,48,10,2,2,20.21,0.20552599408981903,Jeunes Prudents
1676,1975,Graduation,Married,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,Partner,266,1,242,47,11,3,0,7.37,0.06656382536725058,Petits Consommateurs
9286,1960,Master,Together,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,Partner,747,0,627,62,18,1,0,20.71,0.24356026923476992,Épicuriens VIP
2426,1964,PhD,Divorced,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,Alone,895,0,653,58,28,1,1,30.81,0.19916155923462645,Épicuriens VIP
5172,1976,Master,Together,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,Partner,1053,1,227,46,15,1,0,29.19,0.12935063301475208,Épicuriens VIP
5562,1974,Graduation,Married,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,Partner,735,1,368,48,19,1,0,20.38,0.1047313497028619,Épicuriens VIP
3436,1969,Graduation,Married,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,Partner,20,1,154,53,4,3,0,0.55,0.056727581500541795,Petits Consommateurs
